gene_name	gene_id	total_exonic_length
SERPINA10	ENSG00000140093.10	4970
SERPINA11	ENSG00000186910.4	1486
SERPINA3	ENSG00000196136.18	1576
SERPINA4	ENSG00000100665.12	1665
SERPINA5	ENSG00000188488.14	2278
SERPINA6	ENSG00000170099.6	1477
SERPINB1	ENSG00000021355.13	2476
SERPINB10	ENSG00000242550.7	2155
SERPINB12	ENSG00000166634.7	3738
SERPINB13	ENSG00000197641.12	3130
SERPINB2	ENSG00000197632.9	1906
SERPINB3	ENSG00000057149.16	1707
SERPINB4	ENSG00000206073.11	1707
SERPINB5	ENSG00000206075.14	2586
SERPINB7	ENSG00000166396.13	2195
SERPINB8	ENSG00000166401.15	3321
SERPINB9	ENSG00000170542.6	4143
SERPINC1	ENSG00000117601.15	1552
SERPIND1	ENSG00000099937.11	2203
SERPINE1	ENSG00000106366.9	3156
SERPINE2	ENSG00000135919.14	2226
SERPINF1	ENSG00000132386.11	1438
SERPING1	ENSG00000149131.17	1830
SERPINH1	ENSG00000149257.16	2058
SERPINI1	ENSG00000163536.13	1600
SERPINI2	ENSG00000114204.16	1444
SERTAD1	ENSG00000197019.5	2084
SERTAD2	ENSG00000179833.4	5549
SERTAD3	ENSG00000167565.13	1364
SERTAD4	ENSG00000082497.12	5222
SERTM1	ENSG00000180440.4	3099
SERTM2	ENSG00000260802.2	4612
SESN1	ENSG00000080546.14	5664
SESN2	ENSG00000130766.5	3462
SESTD1	ENSG00000187231.14	10671
SET	ENSG00000119335.18	2927
SETD1A	ENSG00000099381.19	5991
SETD3	ENSG00000183576.13	2856
SETD6	ENSG00000103037.12	6256
SETD7	ENSG00000145391.14	6808
SETD9	ENSG00000155542.12	1396
SETMAR	ENSG00000170364.13	2076
SETX	ENSG00000107290.14	11101
SEZ6	ENSG00000063015.21	4206
SEZ6L	ENSG00000100095.19	6584
SEZ6L2	ENSG00000174938.15	3843
SF1	ENSG00000168066.21	3282
SF3A1	ENSG00000099995.19	5090
SF3A2	ENSG00000104897.10	1619
SF3A3	ENSG00000183431.12	2774
SF3B1	ENSG00000115524.17	6463
SF3B2	ENSG00000087365.16	3272
SF3B3	ENSG00000189091.13	9692
SF3B4	ENSG00000143368.10	1544
SF3B6	ENSG00000115128.7	651
SFMBT1	ENSG00000163935.14	4553
SFPQ	ENSG00000116560.12	3740
SFRP1	ENSG00000104332.12	4464
SFRP2	ENSG00000145423.5	1996
SFRP4	ENSG00000106483.12	2868
SFRP5	ENSG00000120057.5	1883
SFSWAP	ENSG00000061936.10	3246
SFT2D1	ENSG00000198818.10	1033
SFT2D2	ENSG00000213064.10	11040
SFTA2	ENSG00000196260.5	446
SFTPA1	ENSG00000122852.15	2215
SFTPA2	ENSG00000185303.17	2201
SFTPB	ENSG00000168878.19	3550
SFTPD	ENSG00000133661.17	1283
SFXN1	ENSG00000164466.13	4066
SFXN2	ENSG00000156398.13	6770
SFXN4	ENSG00000183605.17	1556
SFXN5	ENSG00000144040.13	4016
SGCA	ENSG00000108823.17	1429
SGCB	ENSG00000163069.13	4248
SGCD	ENSG00000170624.14	9383
SGCG	ENSG00000102683.8	1594
SGF29	ENSG00000176476.9	1159
SGIP1	ENSG00000118473.23	10737
SGK1	ENSG00000118515.12	3245
SGK3	ENSG00000104205.16	4106
SGMS1	ENSG00000198964.14	3717
SGO1	ENSG00000129810.15	3070
SGO2	ENSG00000163535.18	4478
SGPL1	ENSG00000166224.18	5778
SGPP1	ENSG00000126821.8	3336
SGPP2	ENSG00000163082.10	4983
SGSH	ENSG00000181523.13	2705
SGSM1	ENSG00000167037.19	6701
SGSM2	ENSG00000141258.13	4878
SGSM3	ENSG00000100359.21	2986
SGTA	ENSG00000104969.11	2231
SGTB	ENSG00000197860.10	5448
SH2B3	ENSG00000111252.11	5431
SH2D1A	ENSG00000183918.18	2236
SH2D1B	ENSG00000198574.6	2531
SH2D2A	ENSG00000027869.12	1644
SH2D3A	ENSG00000125731.13	2281
SH2D3C	ENSG00000095370.20	3051
SH3BGR	ENSG00000185437.16	1109
SH3BGRL	ENSG00000131171.13	1764
SH3BGRL2	ENSG00000198478.8	4603
SH3BGRL3	ENSG00000142669.15	751
SH3BP2	ENSG00000087266.17	9006
SH3BP4	ENSG00000130147.16	5150
SH3BP5	ENSG00000131370.16	3279
SH3BP5L	ENSG00000175137.11	3148
SH3GL1	ENSG00000141985.9	2516
SH3GL2	ENSG00000107295.10	2617
SH3GL3	ENSG00000140600.17	1693
SH3GLB1	ENSG00000097033.14	6371
SH3GLB2	ENSG00000148341.18	3013
SH3KBP1	ENSG00000147010.19	4728
SH3PXD2B	ENSG00000174705.13	7779
SH3RF1	ENSG00000154447.15	5120
SH3RF2	ENSG00000156463.18	3004
SH3TC2	ENSG00000169247.14	26468
SH3YL1	ENSG00000035115.22	1744
SHANK1	ENSG00000161681.17	9636
SHARPIN	ENSG00000179526.17	1348
SHB	ENSG00000107338.10	6035
SHBG	ENSG00000129214.15	1267
SHC1	ENSG00000160691.19	3481
SHC2	ENSG00000129946.11	2525
SHC3	ENSG00000148082.10	9819
SHC4	ENSG00000185634.12	5027
SHCBP1	ENSG00000171241.9	5177
SHCBP1L	ENSG00000157060.16	2113
SHD	ENSG00000105251.11	1910
SHE	ENSG00000169291.10	6542
SHH	ENSG00000164690.8	4650
SHISA2	ENSG00000180730.5	3845
SHISA3	ENSG00000178343.5	2322
SHISA4	ENSG00000198892.7	1432
SHISA5	ENSG00000164054.17	2034
SHISAL2A	ENSG00000182183.15	924
SHKBP1	ENSG00000160410.15	2341
SHLD1	ENSG00000171984.15	1633
SHMT1	ENSG00000176974.21	2527
SHMT2	ENSG00000182199.11	2157
SHOC2	ENSG00000108061.13	3884
SHPK	ENSG00000197417.9	3788
SHPRH	ENSG00000146414.17	7596
SHQ1	ENSG00000144736.14	2846
SHROOM1	ENSG00000164403.15	3768
SHROOM2	ENSG00000146950.13	7474
SHROOM3	ENSG00000138771.16	10891
SI	ENSG00000090402.8	6012
SIAE	ENSG00000110013.13	5441
SIAH1	ENSG00000196470.12	2110
SIAH2	ENSG00000181788.4	2311
SIAH3	ENSG00000215475.5	7075
SIDT2	ENSG00000149577.16	4396
SIGIRR	ENSG00000185187.13	1743
SIGLEC1	ENSG00000088827.13	6960
SIGLEC10	ENSG00000142512.15	3234
SIGLEC11	ENSG00000161640.15	3173
SIGLEC12	ENSG00000254521.7	2269
SIGLEC14	ENSG00000254415.4	5134
SIGLEC15	ENSG00000197046.12	2948
SIGLEC7	ENSG00000168995.13	1754
SIGLEC8	ENSG00000105366.15	2949
SIGLEC9	ENSG00000129450.9	1692
SIGMAR1	ENSG00000147955.18	1672
SIK1	ENSG00000142178.9	4747
SIK2	ENSG00000170145.5	9622
SIKE1	ENSG00000052723.12	5494
SIL1	ENSG00000120725.13	1889
SIM1	ENSG00000112246.10	8428
SIM2	ENSG00000159263.16	4461
SIMC1	ENSG00000170085.18	3305
SIN3A	ENSG00000169375.16	6723
SIN3B	ENSG00000127511.10	5038
SINHCAF	ENSG00000139146.14	2941
SIPA1	ENSG00000213445.10	3499
SIPA1L1	ENSG00000197555.10	7952
SIPA1L3	ENSG00000105738.11	8004
SIRPA	ENSG00000198053.12	4580
SIRPB1	ENSG00000101307.16	5377
SIRPD	ENSG00000125900.13	820
SIRPG	ENSG00000089012.14	1716
SIRT1	ENSG00000096717.12	4107
SIRT2	ENSG00000068903.21	1862
SIRT3	ENSG00000142082.15	2882
SIRT4	ENSG00000089163.4	1217
SIRT5	ENSG00000124523.17	4564
SIRT6	ENSG00000077463.15	1600
SIRT7	ENSG00000187531.14	1725
SIT1	ENSG00000137078.10	1222
SIVA1	ENSG00000184990.13	752
SIX2	ENSG00000170577.8	2206
SIX3	ENSG00000138083.5	2713
SIX4	ENSG00000100625.9	6491
SIX5	ENSG00000177045.11	3344
SIX6	ENSG00000184302.7	2592
SKA2	ENSG00000182628.13	2809
SKA3	ENSG00000165480.16	2869
SKAP1	ENSG00000141293.16	1556
SKAP2	ENSG00000005020.13	3839
SKI	ENSG00000157933.10	6083
SKIL	ENSG00000136603.14	7155
SKIV2L	ENSG00000204351.13	3795
SKP1	ENSG00000113558.19	9386
SKP2	ENSG00000145604.17	3715
SLA	ENSG00000155926.14	2995
SLA2	ENSG00000101082.14	2737
SLAIN2	ENSG00000109171.15	6081
SLAMF1	ENSG00000117090.16	3749
SLAMF6	ENSG00000162739.14	2733
SLAMF7	ENSG00000026751.17	2707
SLAMF8	ENSG00000158714.11	3116
SLAMF9	ENSG00000162723.10	1139
SLBP	ENSG00000163950.13	1810
SLC10A1	ENSG00000100652.5	2002
SLC10A2	ENSG00000125255.7	3350
SLC10A4	ENSG00000145248.7	2120
SLC10A6	ENSG00000145283.8	1623
SLC10A7	ENSG00000120519.16	3756
SLC11A1	ENSG00000018280.17	3608
SLC11A2	ENSG00000110911.17	4132
SLC12A2	ENSG00000064651.14	6874
SLC12A3	ENSG00000070915.10	5540
SLC12A4	ENSG00000124067.17	4708
SLC12A5	ENSG00000124140.15	6026
SLC12A6	ENSG00000140199.13	8072
SLC12A7	ENSG00000113504.21	5300
SLC12A9	ENSG00000146828.18	3315
SLC13A1	ENSG00000081800.9	3798
SLC13A2	ENSG00000007216.16	2360
SLC13A3	ENSG00000158296.14	4041
SLC13A5	ENSG00000141485.17	3231
SLC14A1	ENSG00000141469.18	3917
SLC14A2	ENSG00000132874.15	4073
SLC15A1	ENSG00000088386.17	3124
SLC15A2	ENSG00000163406.11	5447
SLC15A3	ENSG00000110446.12	2506
SLC15A4	ENSG00000139370.12	2751
SLC16A1	ENSG00000155380.13	3753
SLC16A10	ENSG00000112394.18	10757
SLC16A13	ENSG00000174327.7	1804
SLC16A14	ENSG00000163053.11	4315
SLC16A2	ENSG00000147100.11	4128
SLC16A3	ENSG00000141526.18	2599
SLC16A4	ENSG00000168679.18	2567
SLC16A5	ENSG00000170190.16	1940
SLC16A6	ENSG00000108932.13	3691
SLC16A7	ENSG00000118596.12	11936
SLC17A4	ENSG00000146039.11	3581
SLC17A5	ENSG00000119899.13	3292
SLC17A6	ENSG00000091664.9	3665
SLC17A7	ENSG00000104888.10	2949
SLC17A8	ENSG00000179520.11	3984
SLC17A9	ENSG00000101194.18	3518
SLC18A1	ENSG00000036565.15	2683
SLC18B1	ENSG00000146409.12	2452
SLC19A1	ENSG00000173638.19	4991
SLC19A2	ENSG00000117479.15	3612
SLC1A1	ENSG00000106688.12	3698
SLC1A2	ENSG00000110436.13	12006
SLC1A3	ENSG00000079215.15	3919
SLC1A4	ENSG00000115902.11	4563
SLC1A5	ENSG00000105281.12	2882
SLC1A7	ENSG00000162383.13	2698
SLC20A1	ENSG00000144136.11	3297
SLC22A1	ENSG00000175003.15	1922
SLC22A10	ENSG00000184999.13	2638
SLC22A11	ENSG00000168065.16	3545
SLC22A12	ENSG00000197891.12	2792
SLC22A13	ENSG00000172940.13	2997
SLC22A14	ENSG00000144671.11	2157
SLC22A15	ENSG00000163393.13	4705
SLC22A16	ENSG00000004809.14	1959
SLC22A17	ENSG00000092096.19	2372
SLC22A2	ENSG00000112499.13	2409
SLC22A25	ENSG00000196600.13	8192
SLC22A3	ENSG00000146477.6	3234
SLC22A4	ENSG00000197208.6	2234
SLC22A5	ENSG00000197375.14	3277
SLC22A6	ENSG00000197901.12	2127
SLC22A8	ENSG00000149452.16	2180
SLC22A9	ENSG00000149742.10	2366
SLC23A1	ENSG00000170482.17	2296
SLC23A2	ENSG00000089057.15	6953
SLC24A1	ENSG00000074621.14	5762
SLC24A2	ENSG00000155886.12	10990
SLC24A3	ENSG00000185052.13	3922
SLC24A4	ENSG00000140090.18	10388
SLC24A5	ENSG00000188467.11	1879
SLC25A1	ENSG00000100075.10	1548
SLC25A10	ENSG00000183048.12	1942
SLC25A11	ENSG00000108528.14	1692
SLC25A12	ENSG00000115840.14	3936
SLC25A13	ENSG00000004864.14	3141
SLC25A15	ENSG00000102743.15	3821
SLC25A16	ENSG00000122912.15	6581
SLC25A17	ENSG00000100372.15	2226
SLC25A18	ENSG00000182902.14	2186
SLC25A19	ENSG00000125454.12	1630
SLC25A20	ENSG00000178537.10	1778
SLC25A21	ENSG00000183032.12	3893
SLC25A22	ENSG00000177542.11	2640
SLC25A23	ENSG00000125648.15	3482
SLC25A24	ENSG00000085491.17	4249
SLC25A27	ENSG00000153291.16	2926
SLC25A28	ENSG00000155287.12	1526
SLC25A29	ENSG00000197119.13	2291
SLC25A3	ENSG00000075415.15	5984
SLC25A30	ENSG00000174032.17	3663
SLC25A31	ENSG00000151475.6	1812
SLC25A32	ENSG00000164933.12	2891
SLC25A33	ENSG00000171612.7	3865
SLC25A34	ENSG00000162461.8	3129
SLC25A35	ENSG00000125434.11	1940
SLC25A36	ENSG00000114120.14	5697
SLC25A37	ENSG00000147454.14	4672
SLC25A39	ENSG00000013306.16	1581
SLC25A4	ENSG00000151729.11	4415
SLC25A40	ENSG00000075303.13	4056
SLC25A42	ENSG00000181035.14	3267
SLC25A43	ENSG00000077713.19	2507
SLC25A44	ENSG00000160785.14	3467
SLC25A46	ENSG00000164209.17	4745
SLC25A47	ENSG00000140107.12	1779
SLC25A5	ENSG00000005022.6	1307
SLC25A53	ENSG00000269743.3	6207
SLC25A6	ENSG00000169100.14	1451
SLC25A6	ENSG00000169100.14_PAR_Y	NA
SLC26A1	ENSG00000145217.14	3413
SLC26A11	ENSG00000181045.15	2888
SLC26A2	ENSG00000155850.9	8054
SLC26A3	ENSG00000091138.13	2882
SLC26A5	ENSG00000170615.15	2719
SLC26A6	ENSG00000225697.13	2611
SLC26A7	ENSG00000147606.9	5237
SLC26A8	ENSG00000112053.14	3437
SLC26A9	ENSG00000174502.19	4791
SLC27A1	ENSG00000130304.17	3514
SLC27A2	ENSG00000140284.11	2384
SLC27A3	ENSG00000143554.14	2298
SLC27A4	ENSG00000167114.13	3229
SLC27A5	ENSG00000083807.10	2292
SLC27A6	ENSG00000113396.13	2863
SLC28A1	ENSG00000156222.12	2770
SLC28A2	ENSG00000137860.12	4371
SLC28A3	ENSG00000197506.8	4962
SLC29A1	ENSG00000112759.19	2083
SLC29A2	ENSG00000174669.12	2455
SLC29A3	ENSG00000198246.10	2256
SLC29A4	ENSG00000164638.11	5714
SLC2A1	ENSG00000117394.24	3384
SLC2A10	ENSG00000197496.6	4227
SLC2A11	ENSG00000133460.20	3088
SLC2A12	ENSG00000146411.6	5572
SLC2A13	ENSG00000151229.13	7221
SLC2A14	ENSG00000173262.12	3462
SLC2A2	ENSG00000163581.14	3181
SLC2A3	ENSG00000059804.16	3827
SLC2A4	ENSG00000181856.15	3375
SLC2A4RG	ENSG00000125520.14	2361
SLC2A5	ENSG00000142583.18	4085
SLC2A6	ENSG00000160326.14	2491
SLC2A7	ENSG00000197241.4	1944
SLC2A8	ENSG00000136856.18	2145
SLC2A9	ENSG00000109667.12	1864
SLC30A1	ENSG00000170385.10	5893
SLC30A10	ENSG00000196660.12	6579
SLC30A2	ENSG00000158014.15	3249
SLC30A3	ENSG00000115194.11	2936
SLC30A4	ENSG00000104154.7	7110
SLC30A5	ENSG00000145740.20	3992
SLC30A6	ENSG00000152683.14	5089
SLC30A7	ENSG00000162695.12	8204
SLC30A8	ENSG00000164756.13	5476
SLC30A9	ENSG00000014824.14	6164
SLC31A1	ENSG00000136868.11	4762
SLC31A2	ENSG00000136867.11	1723
SLC32A1	ENSG00000101438.4	2550
SLC34A1	ENSG00000131183.11	2583
SLC34A2	ENSG00000157765.13	4115
SLC35A1	ENSG00000164414.19	1854
SLC35A2	ENSG00000102100.16	1456
SLC35A3	ENSG00000117620.15	14321
SLC35A4	ENSG00000176087.16	2666
SLC35A5	ENSG00000138459.9	4366
SLC35B1	ENSG00000121073.15	1615
SLC35B2	ENSG00000157593.19	2022
SLC35B4	ENSG00000205060.11	6676
SLC35C1	ENSG00000181830.9	3429
SLC35C2	ENSG00000080189.15	5820
SLC35D1	ENSG00000116704.8	6193
SLC35D2	ENSG00000130958.13	1623
SLC35D3	ENSG00000182747.5	2343
SLC35E1	ENSG00000127526.15	5126
SLC35E2B	ENSG00000189339.12	6434
SLC35E3	ENSG00000175782.11	17722
SLC35E4	ENSG00000100036.13	2585
SLC35F1	ENSG00000196376.11	5109
SLC35F2	ENSG00000110660.15	2769
SLC35F5	ENSG00000115084.15	10314
SLC35F6	ENSG00000213699.9	3902
SLC35G1	ENSG00000176273.15	3488
SLC35G2	ENSG00000168917.9	1949
SLC35G6	ENSG00000259224.3	1583
SLC36A1	ENSG00000123643.13	5772
SLC36A2	ENSG00000186335.9	3396
SLC36A3	ENSG00000186334.10	2860
SLC36A4	ENSG00000180773.15	6037
SLC37A1	ENSG00000160190.14	3712
SLC37A3	ENSG00000157800.18	3330
SLC38A1	ENSG00000111371.16	8097
SLC38A2	ENSG00000134294.14	4795
SLC38A3	ENSG00000188338.15	2953
SLC38A4	ENSG00000139209.16	3983
SLC38A6	ENSG00000139974.17	1605
SLC38A7	ENSG00000103042.9	4058
SLC38A9	ENSG00000177058.12	2522
SLC39A1	ENSG00000143570.19	2038
SLC39A10	ENSG00000196950.14	5222
SLC39A11	ENSG00000133195.12	2732
SLC39A12	ENSG00000148482.12	2722
SLC39A13	ENSG00000165915.14	2330
SLC39A14	ENSG00000104635.15	4663
SLC39A2	ENSG00000165794.10	1376
SLC39A3	ENSG00000141873.11	1367
SLC39A4	ENSG00000147804.10	2123
SLC39A5	ENSG00000139540.12	1980
SLC39A7	ENSG00000112473.19	2413
SLC39A8	ENSG00000138821.14	3152
SLC39A9	ENSG00000029364.12	5399
SLC3A1	ENSG00000138079.14	2969
SLC3A2	ENSG00000168003.19	1885
SLC40A1	ENSG00000138449.11	3330
SLC41A1	ENSG00000133065.11	5017
SLC41A2	ENSG00000136052.10	5443
SLC41A3	ENSG00000114544.17	2182
SLC43A1	ENSG00000149150.9	2514
SLC43A2	ENSG00000167703.15	8133
SLC43A3	ENSG00000134802.18	2619
SLC44A1	ENSG00000070214.17	10482
SLC44A2	ENSG00000129353.15	3374
SLC44A3	ENSG00000143036.17	2381
SLC44A4	ENSG00000204385.13	2585
SLC45A2	ENSG00000164175.15	1728
SLC45A3	ENSG00000158715.6	3391
SLC45A4	ENSG00000022567.10	7418
SLC46A2	ENSG00000119457.8	2465
SLC46A3	ENSG00000139508.15	3302
SLC47A1	ENSG00000142494.13	3280
SLC48A1	ENSG00000211584.14	2978
SLC49A3	ENSG00000169026.13	1833
SLC49A4	ENSG00000138463.9	3322
SLC4A1	ENSG00000004939.16	4954
SLC4A10	ENSG00000144290.17	5578
SLC4A1AP	ENSG00000163798.14	2541
SLC4A2	ENSG00000164889.15	4119
SLC4A3	ENSG00000114923.17	4151
SLC4A4	ENSG00000080493.19	7716
SLC4A7	ENSG00000033867.17	8079
SLC4A8	ENSG00000050438.17	11764
SLC4A9	ENSG00000113073.15	3283
SLC50A1	ENSG00000169241.19	1298
SLC51A	ENSG00000163959.10	1430
SLC52A1	ENSG00000132517.15	2375
SLC5A1	ENSG00000100170.10	4832
SLC5A10	ENSG00000154025.16	3966
SLC5A12	ENSG00000148942.15	6285
SLC5A2	ENSG00000140675.13	2267
SLC5A3	ENSG00000198743.7	11566
SLC5A4	ENSG00000100191.6	2048
SLC5A5	ENSG00000105641.4	3604
SLC5A6	ENSG00000138074.15	3213
SLC5A7	ENSG00000115665.9	5167
SLC5A8	ENSG00000256870.3	4009
SLC5A9	ENSG00000117834.13	3162
SLC66A2	ENSG00000122490.19	2544
SLC66A3	ENSG00000162976.13	1717
SLC6A1	ENSG00000157103.13	4478
SLC6A11	ENSG00000132164.10	4249
SLC6A13	ENSG00000010379.16	2188
SLC6A14	ENSG00000268104.3	4536
SLC6A15	ENSG00000072041.18	4799
SLC6A18	ENSG00000164363.10	2095
SLC6A19	ENSG00000174358.16	5168
SLC6A2	ENSG00000103546.19	5933
SLC6A20	ENSG00000163817.17	5425
SLC6A3	ENSG00000142319.18	3942
SLC6A5	ENSG00000165970.12	6876
SLC6A6	ENSG00000131389.18	6500
SLC6A7	ENSG00000011083.9	3625
SLC6A8	ENSG00000130821.17	3931
SLC7A1	ENSG00000139514.13	7343
SLC7A10	ENSG00000130876.11	1946
SLC7A11	ENSG00000151012.13	9645
SLC7A13	ENSG00000164893.9	1867
SLC7A3	ENSG00000165349.12	2239
SLC7A4	ENSG00000099960.13	2316
SLC7A5	ENSG00000103257.9	4556
SLC7A6	ENSG00000103064.15	6255
SLC7A6OS	ENSG00000103061.13	4191
SLC7A8	ENSG00000092068.21	4236
SLC7A9	ENSG00000021488.13	1766
SLC8A1	ENSG00000183023.18	21116
SLC8A2	ENSG00000118160.14	4959
SLC8A3	ENSG00000100678.19	5133
SLC9A1	ENSG00000090020.11	4737
SLC9A2	ENSG00000115616.3	5601
SLC9A3	ENSG00000066230.12	5555
SLC9A3R1	ENSG00000109062.12	1993
SLC9A3R2	ENSG00000065054.14	2160
SLC9A4	ENSG00000180251.5	4215
SLC9A5	ENSG00000135740.17	3708
SLC9A7	ENSG00000065923.10	9971
SLC9A8	ENSG00000197818.12	6147
SLC9A9	ENSG00000181804.15	3564
SLC9B1	ENSG00000164037.17	1845
SLC9C2	ENSG00000162753.13	4410
SLCO1B1	ENSG00000134538.3	2787
SLCO1C1	ENSG00000139155.9	3498
SLCO2A1	ENSG00000174640.15	4067
SLCO2B1	ENSG00000137491.15	4374
SLCO3A1	ENSG00000176463.14	5102
SLCO4A1	ENSG00000101187.16	2716
SLCO4C1	ENSG00000173930.9	5069
SLCO5A1	ENSG00000137571.11	8991
SLCO6A1	ENSG00000205359.10	2682
SLF2	ENSG00000119906.13	6892
SLFN12	ENSG00000172123.13	2506
SLFN13	ENSG00000154760.14	8398
SLFN5	ENSG00000166750.10	10555
SLFNL1	ENSG00000171790.16	1961
SLIRP	ENSG00000119705.10	376
SLIT1	ENSG00000187122.17	7964
SLIT2	ENSG00000145147.20	8053
SLIT3	ENSG00000184347.15	9716
SLITRK3	ENSG00000121871.4	4937
SLK	ENSG00000065613.15	7827
SLN	ENSG00000170290.4	722
SLPI	ENSG00000124107.5	596
SLTM	ENSG00000137776.17	4168
SLU7	ENSG00000164609.10	3480
SLURP1	ENSG00000126233.2	527
SLURP2	ENSG00000283992.2	583
SLX1A	ENSG00000132207.18	1133
SLX1B	ENSG00000181625.17	1165
SLX4IP	ENSG00000149346.15	6056
SLX9	ENSG00000160256.13	892
SMAD1	ENSG00000170365.10	3002
SMAD2	ENSG00000175387.16	34626
SMAD3	ENSG00000166949.17	6464
SMAD5	ENSG00000113658.18	7013
SMAD6	ENSG00000137834.15	3828
SMAD7	ENSG00000101665.10	3341
SMAGP	ENSG00000170545.17	1875
SMAP1	ENSG00000112305.15	3214
SMAP2	ENSG00000084070.12	2905
SMARCA1	ENSG00000102038.16	3989
SMARCA4	ENSG00000127616.20	5577
SMARCA5	ENSG00000153147.6	7684
SMARCAD1	ENSG00000163104.18	5094
SMARCC1	ENSG00000173473.11	6354
SMARCD1	ENSG00000066117.15	3283
SMARCD2	ENSG00000108604.18	2464
SMARCD3	ENSG00000082014.17	1907
SMARCE1	ENSG00000073584.20	5150
SMC1A	ENSG00000072501.19	9710
SMC2	ENSG00000136824.19	5928
SMC3	ENSG00000108055.11	5522
SMC4	ENSG00000113810.16	5116
SMC5	ENSG00000198887.9	5949
SMC6	ENSG00000163029.16	5240
SMCO1	ENSG00000214097.5	1790
SMCO3	ENSG00000179256.2	2104
SMCO4	ENSG00000166002.7	987
SMCP	ENSG00000163206.6	770
SMCR8	ENSG00000176994.11	8297
SMDT1	ENSG00000183172.9	1562
SMG1	ENSG00000157106.18	16062
SMG5	ENSG00000198952.8	4559
SMG6	ENSG00000070366.14	5974
SMG8	ENSG00000167447.13	3221
SMG9	ENSG00000105771.14	5491
SMIM10L2A	ENSG00000178947.9	5230
SMIM10L2B	ENSG00000196972.9	2817
SMIM11	ENSG00000205670.12	840
SMIM12	ENSG00000163866.9	5694
SMIM13	ENSG00000224531.6	4887
SMIM14	ENSG00000163683.12	6252
SMIM15	ENSG00000188725.8	2888
SMIM2	ENSG00000139656.7	1215
SMIM20	ENSG00000250317.9	919
SMIM21	ENSG00000206026.7	1834
SMIM24	ENSG00000095932.7	1312
SMIM26	ENSG00000232388.5	490
SMIM3	ENSG00000256235.3	1521
SMIM30	ENSG00000214194.9	1011
SMIM31	ENSG00000248771.5	3123
SMIM34	ENSG00000243627.5	1035
SMIM4	ENSG00000168273.8	1769
SMIM5	ENSG00000204323.5	1546
SMIM6	ENSG00000259120.3	1140
SMIM8	ENSG00000111850.11	2438
SMKR1	ENSG00000240204.3	969
SMLR1	ENSG00000256162.2	2512
SMN1	ENSG00000172062.17	1482
SMN2	ENSG00000205571.14	1482
SMNDC1	ENSG00000119953.14	4310
SMO	ENSG00000128602.11	3977
SMOC1	ENSG00000198732.11	3679
SMOC2	ENSG00000112562.20	3082
SMOX	ENSG00000088826.18	2164
SMPD1	ENSG00000166311.10	2410
SMPD2	ENSG00000135587.9	1684
SMPD3	ENSG00000103056.12	5271
SMPDL3A	ENSG00000172594.13	1763
SMPDL3B	ENSG00000130768.15	1866
SMPX	ENSG00000091482.8	885
SMR3A	ENSG00000109208.5	666
SMR3B	ENSG00000171201.12	732
SMS	ENSG00000102172.16	1703
SMTN	ENSG00000183963.19	3296
SMTNL2	ENSG00000188176.12	2295
SMU1	ENSG00000122692.9	7136
SMURF1	ENSG00000198742.10	5668
SMURF2	ENSG00000108854.16	6240
SMYD1	ENSG00000115593.15	4385
SMYD2	ENSG00000143499.14	1745
SMYD3	ENSG00000185420.19	1565
SMYD4	ENSG00000186532.12	4405
SMYD5	ENSG00000135632.12	2554
SNAI1	ENSG00000124216.4	1705
SNAI2	ENSG00000019549.13	2180
SNAI3	ENSG00000185669.6	1740
SNAP23	ENSG00000092531.10	2310
SNAP25	ENSG00000132639.14	2053
SNAP29	ENSG00000099940.12	4259
SNAP47	ENSG00000143740.15	1923
SNAPC1	ENSG00000023608.5	2593
SNAPC2	ENSG00000104976.12	1520
SNAPC3	ENSG00000164975.16	3000
SNAPC5	ENSG00000174446.13	1296
SNAPIN	ENSG00000143553.11	1003
SNCA	ENSG00000145335.17	3177
SNCAIP	ENSG00000064692.20	3577
SNCB	ENSG00000074317.11	1398
SNCG	ENSG00000173267.14	756
SND1	ENSG00000197157.11	3448
SNF8	ENSG00000159210.10	2044
SNIP1	ENSG00000163877.11	4554
SNN	ENSG00000184602.6	3264
SNORC	ENSG00000182600.10	2788
SNPH	ENSG00000101298.15	5593
SNRK	ENSG00000163788.14	5188
SNRNP200	ENSG00000144028.15	7194
SNRNP25	ENSG00000161981.11	1087
SNRNP27	ENSG00000124380.11	1425
SNRNP35	ENSG00000184209.15	1477
SNRNP40	ENSG00000060688.13	1615
SNRNP48	ENSG00000168566.13	4174
SNRNP70	ENSG00000104852.15	1671
SNRPA	ENSG00000077312.9	1277
SNRPA1	ENSG00000131876.18	1052
SNRPB	ENSG00000125835.20	1082
SNRPB2	ENSG00000125870.11	2411
SNRPC	ENSG00000124562.10	806
SNRPD1	ENSG00000167088.11	4858
SNRPD2	ENSG00000125743.11	515
SNRPD3	ENSG00000100028.12	3466
SNRPE	ENSG00000182004.13	1560
SNRPF	ENSG00000139343.11	452
SNRPG	ENSG00000143977.14	594
SNRPN	ENSG00000128739.23	1468
SNTA1	ENSG00000101400.6	2211
SNTB1	ENSG00000172164.15	4941
SNTB2	ENSG00000168807.17	9754
SNTG2	ENSG00000172554.12	1907
SNUPN	ENSG00000169371.14	1420
SNW1	ENSG00000100603.14	2129
SNX1	ENSG00000028528.15	8214
SNX10	ENSG00000086300.17	2665
SNX11	ENSG00000002919.15	2992
SNX12	ENSG00000147164.12	2286
